mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359653880,185656899,4674091,23360476,21072291,136550041,0.243988,2.506008,0.174511,2.924507,0.87,5.53
Sky_10,3359644594,119681561,7140673,7901549,3464715,101174624,0.372743,0.641057,0.129301,1.143102,0.34,3.56
Sky_11,3359654991,121103496,7217509,7683515,3737743,102464729,0.376754,0.644159,0.13095,1.151863,0.343,3.6
Sky_12,3359668991,142460093,19782771,8851656,4797035,109028631,1.032661,0.769786,0.139339,1.941785,0.578,4.24
Sky_13,3359664529,133411087,10997436,10555859,7247665,104610127,0.574066,1.004119,0.133692,1.711877,0.51,3.97
Sky_14,3359645920,157857305,29267132,9416065,4918255,114255853,1.527744,0.808456,0.146019,2.482219,0.739,4.7
Sky_15,3359644142,120363816,6648693,8796949,3792907,101125267,0.347062,0.710068,0.129238,1.186368,0.353,3.58
Sky_16,3359672544,121823064,7466356,8261443,4268772,101826493,0.389744,0.706704,0.130134,1.226582,0.365,3.63
Sky_17,3359654806,142298769,17820882,9606324,6520769,108350794,0.93025,0.909568,0.138472,1.97829,0.589,4.24
Sky_18,3359667571,112889938,7812372,3315710,1654534,100107322,0.407806,0.280322,0.127937,0.816065,0.243,3.36
Sky_19,3359661178,125751957,9030347,8683950,5510170,102527490,0.471384,0.800548,0.13103,1.402963,0.418,3.74
Sky_2,3359655061,119074334,7624025,6566841,3272927,101610541,0.397974,0.554963,0.129858,1.082795,0.322,3.54
Sky_20,3359670213,122800965,8050002,8406885,4643708,101700370,0.42021,0.736053,0.129973,1.286237,0.383,3.66
Sky_21,3359664336,115841994,6918510,5905763,2554913,100462808,0.361146,0.477182,0.128391,0.96672,0.288,3.45
Sky_22,3359645665,138088158,18087293,8247594,4209558,107543713,0.944157,0.702583,0.137441,1.784181,0.531,4.11
Sky_23,3359667658,134955962,14356226,9186853,5777334,105635549,0.749395,0.84398,0.135002,1.728377,0.514,4.02
Sky_24,3359653196,148867170,25658632,7346911,4129394,111732233,1.339381,0.647264,0.142794,2.129438,0.634,4.43
Sky_25,3359670773,117129204,6760988,6649764,2949678,100768774,0.352924,0.541409,0.128782,1.023115,0.305,3.49
Sky_26,3359663920,107879598,5032234,3547437,1376781,97923146,0.262683,0.277726,0.125146,0.665554,0.198,3.21
Sky_27,3359644032,116786961,7200325,6525242,2621944,100439450,0.375857,0.515901,0.128362,1.02012,0.304,3.48
Sky_28,3359644064,121279010,7214273,8553612,4403223,101107902,0.376585,0.730765,0.129216,1.236566,0.368,3.61
Sky_29,3359649661,120851505,6990222,8674764,3663228,101523291,0.36489,0.695863,0.129747,1.190499,0.354,3.6
Sky_3,3359672627,114022770,5706384,6185970,3008692,99121724,0.297873,0.518579,0.126678,0.94313,0.281,3.39
Sky_30,3359666625,109771952,4939742,4606116,1689675,98536419,0.257855,0.355083,0.12593,0.738867,0.22,3.27
Sky_4,3359661156,113332251,6544281,4984719,2043509,99759742,0.341611,0.396392,0.127493,0.865496,0.258,3.37
Sky_5,3359656024,111157935,8538758,2038449,899508,99681220,0.445723,0.165701,0.127393,0.738817,0.22,3.31
Sky_6,3359664249,116712057,6907741,6271612,2626783,100905921,0.360584,0.501869,0.128958,0.991411,0.295,3.47
Sky_7,3359656048,132139657,10330834,8806488,6124376,106877959,0.53927,0.842101,0.13659,1.51796,0.452,3.93
Sky_8,3359651809,149076044,19412026,12290402,7731518,109642098,1.013308,1.129236,0.140123,2.282667,0.679,4.44
Sky_9,3359671623,130038212,8787135,11513843,5801192,103936042,0.458688,0.976568,0.13283,1.568087,0.467,3.87
