mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359697610,189549491,4649117,25223798,20308747,139367829,0.242684,2.568036,0.178112,2.988832,0.89,5.64
Sky_10,3359689182,121417102,9487882,6634644,2976413,102318163,0.495267,0.542064,0.130763,1.168094,0.348,3.61
Sky_11,3359686890,119947953,6714199,8331964,3619092,101282698,0.350481,0.67404,0.129439,1.15396,0.343,3.57
Sky_12,3359685414,149437446,24463547,8407271,4713765,111852863,1.276997,0.740026,0.142948,2.159972,0.643,4.45
Sky_13,3359680521,128327117,7454034,11138561,7361925,102372597,0.389101,1.043427,0.130832,1.56336,0.465,3.82
Sky_14,3359688482,148702530,23160068,8912728,5197480,111432254,1.208956,0.795816,0.14241,2.147182,0.639,4.43
Sky_15,3359681424,120242475,7531911,7681466,3359679,101669419,0.393166,0.622721,0.129934,1.14582,0.341,3.58
Sky_16,3359681555,120821296,7932561,7393254,3831118,101664363,0.41408,0.633055,0.129927,1.177061,0.35,3.6
Sky_17,3359693865,138287710,14731652,10477785,6523450,106554823,0.768992,0.95887,0.136177,1.864039,0.555,4.12
Sky_18,3359687452,112616909,8020025,2297428,1723585,100575871,0.418645,0.226785,0.128536,0.773966,0.23,3.35
Sky_19,3359678077,132812393,13444108,8695037,5478780,105194468,0.701782,0.799403,0.134439,1.635624,0.487,3.95
Sky_2,3359695029,116868744,7820056,5804100,2707069,100537519,0.408207,0.48003,0.128487,1.016724,0.303,3.48
Sky_20,3359681463,121607436,8305499,7622844,4015553,101663540,0.433547,0.656406,0.129926,1.219879,0.363,3.62
Sky_21,3359686756,117997840,7766490,6019856,2787788,101423706,0.405411,0.496751,0.129619,1.031781,0.307,3.51
Sky_22,3359693841,130589955,12597270,8864436,4549044,104579205,0.657577,0.75652,0.133652,1.54775,0.461,3.89
Sky_23,3359684021,142376637,19572600,8697609,5178182,108928246,1.02169,0.782595,0.13921,1.943495,0.578,4.24
Sky_24,3359685691,136600587,16818129,8113295,4425066,107244097,0.877906,0.707164,0.137058,1.722128,0.513,4.07
Sky_25,3359681749,116956158,7125179,6206375,2879562,100745042,0.371934,0.512447,0.128752,1.013133,0.302,3.48
Sky_26,3359692516,108067937,4937142,3658888,1553460,97918447,0.257719,0.293976,0.12514,0.676835,0.201,3.22
Sky_27,3359679604,117032593,7316586,6047625,2885148,100783234,0.381926,0.503808,0.128801,1.014535,0.302,3.48
Sky_28,3359681513,118638467,6554606,7667714,3607197,100808950,0.34215,0.635905,0.128834,1.106889,0.329,3.53
Sky_29,3359697508,119456485,7098080,7176801,3500902,101680702,0.37052,0.602222,0.129948,1.10269,0.328,3.56
Sky_3,3359683691,114728252,5961327,6184947,3255800,99326178,0.311181,0.532458,0.126939,0.970578,0.289,3.41
Sky_30,3359703394,108437791,5285372,3472518,1289211,98390690,0.275896,0.268562,0.125743,0.670201,0.199,3.23
Sky_4,3359679419,114608726,6057508,5854990,2924672,99771556,0.316202,0.495173,0.127508,0.938883,0.279,3.41
Sky_5,3359703799,111542308,8172696,2801358,1037673,99530581,0.426615,0.216521,0.1272,0.770336,0.229,3.32
Sky_6,3359688126,120053767,7878381,6857588,3549457,101768341,0.411251,0.586957,0.13006,1.128269,0.336,3.57
Sky_7,3359688005,127887328,8198421,10458560,5985322,103245025,0.427958,0.927435,0.131947,1.48734,0.443,3.81
Sky_8,3359684508,143005411,17521776,10612657,6518866,108352112,0.914637,0.966218,0.138474,2.019329,0.601,4.26
Sky_9,3359695075,126127982,8069925,10391596,5207524,102458937,0.42125,0.87979,0.130943,1.431983,0.426,3.75
