mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359636231,191091904,4729141,25170462,21960530,139231771,0.246861,2.658188,0.177938,3.082987,0.918,5.69
Sky_10,3359637838,115465727,5541632,6237197,2985644,100701254,0.289273,0.520168,0.128696,0.938138,0.279,3.44
Sky_11,3359652493,117250356,6705541,6983426,3186647,100374742,0.350029,0.573592,0.128279,1.0519,0.313,3.49
Sky_12,3359652875,149363616,24300237,8487777,4853561,111722041,1.268472,0.752451,0.142781,2.163705,0.644,4.45
Sky_13,3359632180,131340685,6092757,14402053,8099501,102746374,0.318042,1.269088,0.13131,1.718439,0.511,3.91
Sky_14,3359628251,138783029,16341234,9925787,5246672,107269336,0.853012,0.855727,0.13709,1.845829,0.549,4.13
Sky_15,3359646228,115634155,6967421,5236839,2689750,100740145,0.363699,0.44706,0.128746,0.939505,0.28,3.44
Sky_16,3359627103,120905088,6905786,8678905,4428341,100892056,0.360482,0.739249,0.12894,1.228671,0.366,3.6
Sky_17,3359628252,130312036,10251781,10329430,6252917,103477908,0.535143,0.935244,0.132245,1.602632,0.477,3.88
Sky_18,3359629048,110620546,8168808,2323137,975032,99153569,0.426412,0.186017,0.126718,0.739147,0.22,3.29
Sky_19,3359635408,134392262,12537128,10644309,5973403,105237422,0.654438,0.937239,0.134493,1.72617,0.514,4.0
Sky_2,3359627975,117006505,7249497,6215725,2939543,100601740,0.378424,0.516357,0.128569,1.02335,0.305,3.48
Sky_20,3359637172,122496193,7737946,8027981,4916332,101813934,0.403921,0.730059,0.130118,1.264098,0.376,3.65
Sky_21,3359630092,118165581,6498050,7578368,3350499,100738664,0.339198,0.616388,0.128744,1.08433,0.323,3.52
Sky_22,3359643202,146023062,25319633,6057986,3161929,111483514,1.321685,0.520003,0.142476,1.984164,0.591,4.35
Sky_23,3359633214,135177587,12291405,11011850,6679606,105194726,0.641611,0.997798,0.134439,1.773848,0.528,4.02
Sky_24,3359642115,139233214,20166918,6251481,3430740,109384075,1.052713,0.546077,0.139793,1.738583,0.517,4.14
Sky_25,3359633663,119172605,7769626,7212859,3203032,100987088,0.405574,0.587456,0.129061,1.122092,0.334,3.55
Sky_26,3359650932,108923288,4805516,4531206,1483255,98103311,0.250848,0.339216,0.125376,0.71544,0.213,3.24
Sky_27,3359636665,120512091,6890520,7731309,3767431,102122831,0.359685,0.648529,0.130513,1.138727,0.339,3.59
Sky_28,3359640880,120799752,7149430,6219160,4669595,102761567,0.3732,0.614126,0.131329,1.118655,0.333,3.6
Sky_29,3359647619,114454055,6844879,5277613,2307322,100024241,0.357303,0.42779,0.127831,0.912924,0.272,3.41
Sky_3,3359632199,115014731,4989995,7437152,3599112,98988472,0.260478,0.622445,0.126507,1.00943,0.3,3.42
Sky_30,3359635375,112487959,5600947,5263816,2252884,99370312,0.292369,0.423942,0.126995,0.843307,0.251,3.35
Sky_4,3359648021,112501097,5515689,5516646,2268687,99200075,0.287919,0.439093,0.126778,0.853789,0.254,3.35
Sky_5,3359624897,111048454,8007659,2814085,962066,99264644,0.418,0.212975,0.12686,0.757835,0.226,3.31
Sky_6,3359653010,118732678,7609927,6953347,3034998,101134406,0.397238,0.563343,0.12925,1.089831,0.324,3.53
Sky_7,3359644909,123849117,7553574,9105280,4636372,102553891,0.394297,0.775029,0.131064,1.30039,0.387,3.69
Sky_8,3359641670,152643579,25908061,8019064,5711269,113005185,1.352401,0.774391,0.144421,2.271212,0.676,4.54
Sky_9,3359639817,132962515,11905827,8108134,5324735,107623819,0.621484,0.757614,0.137543,1.516641,0.451,3.96
