mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359588739,184979888,4618785,23590503,19237318,137533282,0.241101,2.415489,0.175768,2.832357,0.843,5.51
Sky_10,3359585615,112336724,5458827,5545743,2250752,99081402,0.284951,0.439722,0.126626,0.851299,0.253,3.34
Sky_11,3359601974,113584297,6674886,5013877,2086151,99809383,0.348429,0.400442,0.127556,0.876427,0.261,3.38
Sky_12,3359594250,138294950,17644032,7719243,4237760,108693915,0.921018,0.674375,0.138911,1.734304,0.516,4.12
Sky_13,3359605492,127194663,6947144,11329183,6783298,102135038,0.362641,1.021544,0.130529,1.514713,0.451,3.79
Sky_14,3359585359,134466806,11999055,11737956,5776174,104953621,0.626351,0.987797,0.134131,1.748278,0.52,4.0
Sky_15,3359607296,116777582,7105658,6428104,2736172,100507648,0.370915,0.516865,0.128449,1.016229,0.302,3.48
Sky_16,3359598746,118209420,7972810,5969015,3039860,101227735,0.416181,0.508101,0.129369,1.05365,0.314,3.52
Sky_17,3359600252,121828538,7637644,8075003,4302298,101813593,0.398685,0.69808,0.130118,1.226883,0.365,3.63
Sky_18,3359595719,112411617,8074245,3044193,1299034,99994145,0.421476,0.244958,0.127793,0.794226,0.236,3.35
Sky_19,3359596139,135975065,18152066,6368835,3918929,107535235,0.947538,0.58023,0.13743,1.665198,0.496,4.05
Sky_2,3359587756,126861858,11780987,7582972,3680402,103817497,0.614968,0.635254,0.132679,1.382901,0.412,3.78
Sky_20,3359602504,116676762,7018509,6276144,3206088,100176021,0.366366,0.534798,0.128025,1.029189,0.306,3.47
Sky_21,3359587409,118307666,6553112,7523434,3412764,100818356,0.342072,0.616802,0.128846,1.08772,0.324,3.52
Sky_22,3359592375,144716141,23217600,6387841,4050670,111060030,1.211959,0.588732,0.141935,1.942625,0.578,4.31
Sky_23,3359606611,134687467,13525069,9733499,5868671,105560228,0.706009,0.879962,0.134906,1.720877,0.512,4.01
Sky_24,3359606774,135158068,16396665,7960471,4175557,106625375,0.855906,0.684472,0.136267,1.676645,0.499,4.02
Sky_25,3359603651,114704670,6181030,5966682,2823893,99733065,0.32265,0.495788,0.127459,0.945897,0.282,3.41
Sky_26,3359587265,112233848,5288664,5685504,2133804,99125876,0.276068,0.441009,0.126683,0.84376,0.251,3.34
Sky_27,3359602740,118199664,7232951,7040611,2888902,101037200,0.37756,0.560025,0.129126,1.06671,0.318,3.52
Sky_28,3359590286,122304913,7009189,7145812,4852584,103297328,0.36588,0.67671,0.132014,1.174603,0.35,3.64
Sky_29,3359604124,115952771,7232812,6021176,2525406,100173377,0.377553,0.482027,0.128022,0.987602,0.294,3.45
Sky_3,3359597669,115287436,5317341,6981879,3647392,99340824,0.277565,0.599491,0.126958,1.004014,0.299,3.43
Sky_30,3359589016,108852861,4846392,4017476,1631589,98357404,0.252982,0.318607,0.125701,0.69729,0.208,3.24
Sky_4,3359599916,122182424,10571942,6383361,2614206,102612915,0.551855,0.507463,0.131139,1.190457,0.354,3.64
Sky_5,3359605622,112189717,7762336,3545098,1327337,99554946,0.405194,0.274805,0.127231,0.80723,0.24,3.34
Sky_6,3359609332,114628693,5888848,6032860,2974131,99732854,0.307398,0.507994,0.127459,0.942851,0.281,3.41
Sky_7,3359614423,128401979,6768357,11850192,6539783,103243647,0.353308,1.037195,0.131945,1.522448,0.453,3.82
Sky_8,3359610264,161974634,31628985,8863397,6107053,115375199,1.651033,0.844333,0.14745,2.642816,0.787,4.82
Sky_9,3359599357,123541153,8122944,8559523,4303214,102555472,0.424018,0.725458,0.131066,1.280542,0.381,3.68
