mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359703060,186417117,4737956,23648210,20371027,137659924,0.247321,2.482685,0.175929,2.905936,0.865,5.55
Sky_10,3359688470,114204321,6143513,5646480,2694952,99719376,0.320691,0.470457,0.127441,0.91859,0.273,3.4
Sky_11,3359696568,118958421,7253891,7317475,3197479,101189576,0.378653,0.593043,0.12932,1.101017,0.328,3.54
Sky_12,3359700464,145280728,18248132,11495699,6271758,109265139,0.952552,1.002085,0.139641,2.094278,0.623,4.32
Sky_13,3359679867,127794804,9811607,8896577,5728455,103358165,0.512166,0.824852,0.132092,1.469109,0.437,3.8
Sky_14,3359689352,136337031,16216822,8835953,4648700,106635556,0.846518,0.760534,0.13628,1.743333,0.519,4.06
Sky_15,3359689830,115478560,6799680,5843565,2701594,100133721,0.354943,0.481947,0.127971,0.964861,0.287,3.44
Sky_16,3359696873,121622416,7290615,8804861,4114291,101412649,0.38057,0.72864,0.129605,1.238816,0.369,3.62
Sky_17,3359703436,134013481,12558021,8943596,7087186,105424678,0.655529,0.904136,0.134733,1.694398,0.504,3.99
Sky_18,3359684715,110536496,7479918,2776623,1279836,99000119,0.390452,0.228784,0.126522,0.745758,0.222,3.29
Sky_19,3359698324,133361808,11172855,10946658,6505696,104736599,0.583223,0.984313,0.133853,1.701389,0.506,3.97
Sky_2,3359702643,121321915,7742510,7282917,3760125,102536363,0.404159,0.622828,0.131041,1.158028,0.345,3.61
Sky_20,3359674583,118157570,7277313,6116511,4349084,100414662,0.379876,0.59026,0.12833,1.098465,0.327,3.52
Sky_21,3359703557,119183433,7403910,6650258,3272877,101856388,0.386484,0.559665,0.130172,1.076321,0.32,3.55
Sky_22,3359687440,141801031,20786418,7777566,4033230,109203817,1.085051,0.666129,0.139562,1.890742,0.563,4.22
Sky_23,3359685377,139076149,16963325,8781340,5704386,107627098,0.885486,0.816995,0.137547,1.840028,0.548,4.14
Sky_24,3359703672,139452476,19363078,7520476,4442914,108126008,1.010753,0.674735,0.138185,1.823673,0.543,4.15
Sky_25,3359674283,117443418,6775263,5386410,3445701,101836044,0.353669,0.498131,0.130146,0.981946,0.292,3.5
Sky_26,3359693128,109833608,5332879,4269050,1746398,98485281,0.278376,0.339271,0.125864,0.743512,0.221,3.27
Sky_27,3359692454,117173566,6820080,6984842,2891165,100477479,0.356008,0.557007,0.12841,1.041425,0.31,3.49
Sky_28,3359675600,121326370,6723024,6455807,4558918,103588621,0.350942,0.62123,0.132386,1.104559,0.329,3.61
Sky_29,3359683353,117241982,7452034,6064313,3091475,100634160,0.388996,0.516386,0.12861,1.033993,0.308,3.49
Sky_3,3359698958,118104252,5340836,8554516,4384607,99824293,0.278792,0.729767,0.127575,1.136134,0.338,3.52
Sky_30,3359675164,111777765,6082156,3833111,1974973,99887525,0.317489,0.327576,0.127656,0.772721,0.23,3.33
Sky_4,3359680968,118273399,8031303,5857449,3008603,101376044,0.419234,0.500045,0.129559,1.048838,0.312,3.52
Sky_5,3359679612,112735285,8548596,3102168,1235399,99849122,0.446237,0.244639,0.127607,0.818483,0.244,3.36
Sky_6,3359683352,115449606,7429625,5341895,2294208,100383878,0.387826,0.430676,0.128291,0.946793,0.282,3.44
Sky_7,3359701190,131535084,8250122,12175050,6967870,104142042,0.430656,1.079661,0.133094,1.643411,0.489,3.92
Sky_8,3359697612,157990202,27676505,10451152,6290170,113572375,1.444714,0.944211,0.145145,2.53407,0.754,4.7
Sky_9,3359676400,129064041,9923032,8241469,5273648,105625892,0.517982,0.762253,0.13499,1.415225,0.421,3.84
