mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359674458,193968834,4569037,26865847,21471417,141062533,0.238504,2.726222,0.180278,3.145003,0.936,5.77
Sky_10,3359697522,117034169,7036579,6475142,2892645,100629803,0.367309,0.528343,0.128605,1.024257,0.305,3.48
Sky_11,3359672834,118005518,6351662,7661038,3315090,100677728,0.331557,0.619054,0.128666,1.079277,0.321,3.51
Sky_12,3359689131,142487457,19762582,8693914,4938957,109092004,1.031607,0.768894,0.13942,1.93992,0.577,4.24
Sky_13,3359684276,124618181,6524567,9907581,6979216,101206817,0.340582,0.952415,0.129342,1.42234,0.423,3.71
Sky_14,3359690863,139895592,16771210,9814407,5527505,107782470,0.875457,0.865284,0.137746,1.878487,0.559,4.16
Sky_15,3359680230,116256559,6861485,5704803,2704587,100985684,0.35817,0.47429,0.12906,0.961519,0.286,3.46
Sky_16,3359697275,119553904,6611147,8340081,3903394,100699282,0.345102,0.690532,0.128694,1.164328,0.347,3.56
Sky_17,3359684440,132844557,14619603,8016986,4659750,105548218,0.763143,0.714968,0.134891,1.613002,0.48,3.95
Sky_18,3359671751,112688655,8263574,2852936,1403185,100168960,0.431359,0.240045,0.128016,0.79942,0.238,3.35
Sky_19,3359694500,137587871,15913014,9250161,5479088,106945608,0.830659,0.83073,0.136676,1.798065,0.535,4.1
Sky_2,3359691884,120349503,8633083,6561648,3302046,101852726,0.450647,0.556312,0.130168,1.137127,0.338,3.58
Sky_20,3359683463,118059081,8055790,6095639,3009665,100897987,0.420512,0.513539,0.128948,1.062999,0.316,3.51
Sky_21,3359671525,117597187,6386632,7382291,3102298,100725966,0.333382,0.591331,0.128728,1.053441,0.314,3.5
Sky_22,3359679206,138774987,18450096,7129314,4169851,109025726,0.963095,0.637273,0.139335,1.739703,0.518,4.13
Sky_23,3359669499,141404184,17003440,10386315,6486094,107528335,0.88758,0.951604,0.137421,1.976605,0.588,4.21
Sky_24,3359693409,135660872,15622462,8929084,4269150,106840176,0.815493,0.74438,0.136542,1.696415,0.505,4.04
Sky_25,3359672642,118336898,7020243,6980317,3123243,101213095,0.366457,0.569841,0.12935,1.065648,0.317,3.52
Sky_26,3359689277,108486833,4923959,3820398,1531873,98210603,0.257031,0.301868,0.125513,0.684412,0.204,3.23
Sky_27,3359678971,117139413,7068648,5297232,3049724,101723809,0.368983,0.470768,0.130003,0.969755,0.289,3.49
Sky_28,3359697438,121670953,7403913,8514269,4127010,101625761,0.386484,0.712968,0.129878,1.22933,0.366,3.62
Sky_29,3359683060,115576357,7399463,5432486,2356630,100387778,0.386252,0.439306,0.128296,0.953854,0.284,3.44
Sky_3,3359694934,119231799,5191387,9333830,4532819,100173763,0.27099,0.782079,0.128022,1.181091,0.352,3.55
Sky_30,3359668907,109470661,5490214,4077607,1436642,98466198,0.286589,0.311004,0.12584,0.723433,0.215,3.26
Sky_4,3359690805,121859924,9029152,7250450,3359073,102221249,0.471322,0.598377,0.130639,1.200338,0.357,3.63
Sky_5,3359692352,113761664,8339773,3555665,1512279,100353947,0.435336,0.285832,0.128252,0.849421,0.253,3.39
Sky_6,3359694176,116096476,6338043,6304756,2967268,100486409,0.330846,0.522942,0.128422,0.98221,0.292,3.46
Sky_7,3359689023,128489238,8795259,10487639,5461575,103744765,0.459113,0.899536,0.132586,1.491234,0.444,3.82
Sky_8,3359669788,165366106,31863355,10359873,6958118,116184760,1.663267,0.976735,0.148484,2.788486,0.83,4.92
Sky_9,3359688183,129418479,9862063,10039717,5337743,104178956,0.5148,0.867289,0.133141,1.515229,0.451,3.85
