mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359653736,141170694,2630909,20225268,11983523,106330994,0.137333,1.816576,0.135891,2.0898,0.622,4.2
Sky_10,3359631414,110375587,4622419,5299961,3434346,97018861,0.24129,0.492615,0.12399,0.857895,0.255,3.29
Sky_11,3359648368,116880105,5751614,8559167,4696586,97872738,0.300234,0.747624,0.125081,1.17294,0.349,3.48
Sky_12,3359627574,125648915,4909406,10217891,9744954,100776664,0.256271,1.125904,0.128793,1.510968,0.45,3.74
Sky_13,3359639396,125676323,4308853,13521008,8468011,99378451,0.224922,1.240181,0.127006,1.592108,0.474,3.74
Sky_14,3359653521,141199505,14285731,14462853,8364678,104086243,0.745715,1.287473,0.133022,2.16621,0.645,4.2
Sky_15,3359637992,117449152,7206047,7289099,4250503,98703503,0.376156,0.650834,0.126143,1.153132,0.343,3.5
Sky_16,3359641658,119578079,7431240,8486531,4661303,98999005,0.387911,0.741538,0.126521,1.255969,0.374,3.56
Sky_17,3359632002,117967371,4683693,8875506,5721235,98686937,0.244489,0.823256,0.126122,1.193867,0.355,3.51
Sky_18,3359634679,108899637,4647351,4888184,2770902,96593200,0.242592,0.431972,0.123446,0.79801,0.238,3.24
Sky_19,3359650833,126617264,4159837,15104567,8369393,98983467,0.217143,1.323931,0.126501,1.667576,0.496,3.77
Sky_2,3359648729,113816804,4867643,7710013,4064239,97174909,0.254091,0.664068,0.12419,1.042348,0.31,3.39
Sky_20,3359639225,115602639,5435910,7772137,4619322,97775270,0.283755,0.698878,0.124957,1.10759,0.33,3.44
Sky_21,3359628108,112719351,5130327,5208824,4873878,97506322,0.267803,0.568664,0.124613,0.961081,0.286,3.36
Sky_22,3359653830,123675678,5669138,11610699,6979794,99416047,0.295929,1.048504,0.127054,1.471487,0.438,3.68
Sky_23,3359653168,134411035,9169520,14961433,8324465,101955617,0.478649,1.313325,0.130299,1.922273,0.572,4.0
Sky_24,3359644210,119226107,4657470,10554573,5754882,98259182,0.24312,0.919853,0.125575,1.288548,0.384,3.55
Sky_25,3359652929,118599126,5276319,10471704,5130299,97720804,0.275424,0.879953,0.124887,1.280264,0.381,3.53
Sky_26,3359628147,111772660,5172363,3539886,3898409,99162002,0.269997,0.41952,0.126729,0.816246,0.243,3.33
Sky_27,3359625915,115319712,5318505,7156147,5111266,97733794,0.277626,0.691882,0.124904,1.094412,0.326,3.43
Sky_28,3359630695,111604196,4965307,5454762,3546582,97637545,0.259189,0.507676,0.124781,0.891646,0.265,3.32
Sky_29,3359651629,115601841,5646185,8155286,4335957,97464413,0.294731,0.704506,0.12456,1.123796,0.334,3.44
Sky_3,3359642953,116703077,5155879,8546333,5246555,97754310,0.269137,0.777919,0.12493,1.171986,0.349,3.47
Sky_30,3359633290,107195035,4706301,3739229,2366576,96382929,0.245669,0.344367,0.123177,0.713214,0.212,3.19
Sky_4,3359634014,113744681,5423028,6981499,4094928,97245226,0.283082,0.62471,0.124279,1.032072,0.307,3.39
Sky_5,3359638395,109471815,4751771,5254025,2850125,96615894,0.248042,0.457074,0.123475,0.828592,0.247,3.26
Sky_6,3359640901,113486040,5225455,7006726,3775574,97478285,0.272769,0.608122,0.124577,1.005468,0.299,3.38
Sky_7,3359636824,127022348,11563069,8748795,4982235,101728249,0.603592,0.77443,0.130009,1.508031,0.449,3.78
Sky_8,3359632924,118571601,4275122,10262310,5559040,98475129,0.223161,0.892324,0.125851,1.241337,0.369,3.53
Sky_9,3359640876,117729066,4010537,9914839,5587822,98215868,0.20935,0.87435,0.12552,1.20922,0.36,3.5
