mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359680607,144923039,2701839,20285995,13765805,108169400,0.141036,1.920522,0.13824,2.199798,0.655,4.31
Sky_10,3359668988,116502631,5064468,9056245,5172714,97209204,0.264365,0.802513,0.124233,1.191112,0.355,3.47
Sky_11,3359681514,119564635,5687322,9283306,5957209,98636798,0.296878,0.859565,0.126058,1.282501,0.382,3.56
Sky_12,3359681226,130589583,4928573,14892639,9570408,101197963,0.257272,1.379716,0.129331,1.766318,0.526,3.89
Sky_13,3359676854,132660102,4180304,17597853,11170946,99710999,0.218212,1.62256,0.127431,1.968203,0.586,3.95
Sky_14,3359673034,142600238,14500591,14954394,8298576,104846677,0.756931,1.311468,0.133994,2.202392,0.656,4.24
Sky_15,3359673684,122077133,6143277,11191298,6251309,98491249,0.320679,0.983763,0.125872,1.430314,0.426,3.63
Sky_16,3359678422,119939628,6258592,9536934,5708814,98435288,0.326699,0.85986,0.1258,1.312359,0.391,3.57
Sky_17,3359692887,120919627,5231781,10602223,6361588,98724035,0.273099,0.956759,0.126169,1.356027,0.404,3.6
Sky_18,3359692655,108564290,4560675,4702384,2832613,96468618,0.238067,0.424974,0.123287,0.786328,0.234,3.23
Sky_19,3359676286,128602956,4405635,15270445,9629849,99297027,0.229974,1.404377,0.126902,1.761252,0.524,3.83
Sky_2,3359669651,113537050,4771465,7828930,3991917,96944738,0.24907,0.666696,0.123895,1.039662,0.309,3.38
Sky_20,3359674237,120010313,4975902,10480740,6503088,98050583,0.259742,0.957888,0.125309,1.342939,0.4,3.57
Sky_21,3359675934,117037248,6208039,8191429,4683472,97954308,0.32406,0.726144,0.125186,1.17539,0.35,3.48
Sky_22,3359673153,119732703,4398562,11033003,6093915,98207223,0.229605,0.965958,0.125509,1.321072,0.393,3.56
Sky_23,3359686605,130694618,10966258,8804608,6953918,103969834,0.572439,0.888781,0.132873,1.594093,0.474,3.89
Sky_24,3359675648,122714658,4675880,12360739,6937877,98740162,0.244081,1.088442,0.12619,1.458713,0.434,3.65
Sky_25,3359672762,118608360,6503103,9127595,4789974,98187688,0.339462,0.784951,0.125484,1.249897,0.372,3.53
Sky_26,3359677970,112313825,4570759,7054632,3829604,96858830,0.238594,0.613871,0.123786,0.97625,0.291,3.34
Sky_27,3359669068,114824370,6169516,7297160,3705015,97652679,0.322049,0.620523,0.1248,1.067372,0.318,3.42
Sky_28,3359678672,118949596,5593259,9489568,5503514,98363255,0.291968,0.84561,0.125708,1.263286,0.376,3.54
Sky_29,3359684839,113290597,5177727,5475108,4396361,98241401,0.270277,0.556751,0.125553,0.952581,0.284,3.37
Sky_3,3359679820,120293523,4602917,10897387,6613389,98179830,0.240272,0.987608,0.125474,1.353354,0.403,3.58
Sky_30,3359663398,108633200,4597016,4829089,2612641,96594454,0.239964,0.419714,0.123448,0.783126,0.233,3.23
Sky_4,3359667066,114972705,4488537,8429397,4524733,97530038,0.234302,0.730613,0.124643,1.089558,0.324,3.42
Sky_5,3359691668,108973442,4453957,5309899,2694622,96514964,0.232497,0.451455,0.123346,0.807298,0.24,3.24
Sky_6,3359686599,112461796,4723895,5324367,3960491,98453043,0.246587,0.523666,0.125823,0.896076,0.267,3.35
Sky_7,3359677855,124637674,5439282,12538647,7382619,99277126,0.283931,1.123559,0.126876,1.534366,0.457,3.71
Sky_8,3359690468,132564311,13354001,10041409,5802674,103366227,0.697079,0.893606,0.132102,1.722787,0.513,3.95
Sky_9,3359683126,121250419,5669008,9138457,6895173,99547781,0.295922,0.904297,0.127222,1.327441,0.395,3.61
