mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359700872,146737711,3126979,21241932,13750916,108617884,0.163228,1.973597,0.138814,2.275639,0.677,4.37
Sky_10,3359681947,112385209,4955970,6429863,3846338,97153038,0.258702,0.579578,0.124162,0.962441,0.286,3.35
Sky_11,3359691750,118814931,5850884,9705078,5402589,97856380,0.305416,0.852072,0.12506,1.282549,0.382,3.54
Sky_12,3359687510,123607195,4282535,12801100,7938670,98584890,0.223548,1.169723,0.125991,1.519263,0.452,3.68
Sky_13,3359698880,133067993,5177534,17185424,10667470,100037565,0.270267,1.570903,0.127848,1.969019,0.586,3.96
Sky_14,3359692162,140635167,14569277,13583271,7947661,104534958,0.760516,1.214345,0.133596,2.108457,0.628,4.19
Sky_15,3359696599,121222846,5723170,10862133,6418461,98219082,0.298749,0.974626,0.125524,1.398899,0.416,3.61
Sky_16,3359683188,114658856,6087596,6970197,3902269,97698794,0.317773,0.613207,0.124859,1.055839,0.314,3.41
Sky_17,3359675401,130956029,10643346,9197831,7559833,103555019,0.555583,0.945132,0.132343,1.633058,0.486,3.9
Sky_18,3359697308,109858609,4534460,5370682,3245801,96707666,0.236699,0.48597,0.123592,0.846261,0.252,3.27
Sky_19,3359690079,125549249,4972384,13555641,8291191,98730033,0.259558,1.232161,0.126177,1.617897,0.482,3.74
Sky_2,3359676509,110897597,4689457,5178263,3517090,97512787,0.24479,0.490418,0.124621,0.859829,0.256,3.3
Sky_20,3359700734,121650254,5487508,11014546,6821894,98326306,0.286448,1.005975,0.125661,1.418084,0.422,3.62
Sky_21,3359675981,113729734,6013713,5338724,4074363,98302934,0.313916,0.530898,0.125631,0.970445,0.289,3.39
Sky_22,3359682536,116604927,5565250,8098738,4711068,98229871,0.290506,0.722473,0.125538,1.138517,0.339,3.47
Sky_23,3359704260,130484943,6904240,10516181,10517479,102547043,0.360401,1.186298,0.131055,1.677755,0.499,3.88
Sky_24,3359683002,117572592,5357664,8430526,5306764,98477638,0.27967,0.774783,0.125854,1.180308,0.351,3.5
Sky_25,3359703903,116361540,6023591,6134047,5856443,98347459,0.314431,0.676264,0.125688,1.116383,0.332,3.46
Sky_26,3359675384,110011627,4760492,3796368,3234167,98220600,0.248498,0.396522,0.125526,0.770546,0.229,3.27
Sky_27,3359704016,116127410,6087138,6402136,5517227,98120909,0.317749,0.672252,0.125399,1.115399,0.332,3.46
Sky_28,3359702208,120842432,5296222,10067093,6860092,98619025,0.276463,0.954693,0.126035,1.357191,0.404,3.6
Sky_29,3359702164,117250556,5907622,8011561,5125435,98205938,0.308378,0.740927,0.125507,1.174812,0.35,3.49
Sky_3,3359693411,118551001,3907738,10281353,6639774,97722136,0.203984,0.954352,0.124889,1.283224,0.382,3.53
Sky_30,3359674758,110453588,4976344,3357885,3734659,98384700,0.259765,0.400019,0.125736,0.78552,0.234,3.29
Sky_4,3359678168,111353550,4615760,5981276,3690407,97066107,0.240943,0.545483,0.12405,0.910476,0.271,3.31
Sky_5,3359704051,111546085,4389914,3960671,3938616,99256884,0.229154,0.44552,0.12685,0.801524,0.239,3.32
Sky_6,3359683790,112510780,4375126,6815481,3993378,97326795,0.228382,0.60962,0.124384,0.962385,0.286,3.35
Sky_7,3359699656,125381568,5875178,12715015,7738600,99052775,0.306684,1.153584,0.126589,1.586858,0.472,3.73
Sky_8,3359695159,134436859,9672811,13704814,8643793,102415441,0.504921,1.260461,0.130887,1.896269,0.564,4.0
Sky_9,3359681276,117349839,5993906,8336491,4946890,98072552,0.312882,0.749183,0.125337,1.187401,0.353,3.49
