node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,ul_attempts,ul_sent_count,PDR_UL(%),PDR_UL_attempts(%),PDR_UL_sent(%),ul_received,dl_sent,dl_recv,dl_attempts,dl_sent_count,PDR_DL(%),PDR_DL_attempts(%),PDR_DL_sent(%),PDR_DL_CSV_last(%),dl_received,UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
02:00,5.48,99.62,94.88,119.0,118.55,119.0,119.0,99.62,99.62,99.62,1.0,3.0,0.55,3.0,3.0,18.33,18.33,18.33,5.48,0.2,118.55,32.44,253.47,0.55,23.25,181.64
03:00,5.08,99.87,91.85,119.0,118.8,119.0,119.0,99.83,99.83,99.83,1.0,3.0,0.9,3.0,3.0,30.0,30.0,30.0,5.08,0.3,118.8,46.46,362.98,0.9,16.61,129.78
04:00,,99.96,99.92,119.0,118.95,119.0,119.0,99.96,99.96,99.96,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,,0.0,118.95,45.36,354.39,0.0,,
05:00,20.9,99.74,93.18,119.0,118.7,119.0,119.0,99.75,99.75,99.75,1.0,3.0,0.8,3.0,3.0,26.67,26.67,26.67,20.9,0.3,118.7,45.63,356.49,0.8,33.56,262.15
06:00,,99.62,99.38,119.0,118.55,119.0,119.0,99.62,99.62,99.62,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,,0.0,118.55,38.66,302.07,0.0,,
07:00,24.06,99.7,84.79,119.0,118.6,119.0,119.0,99.66,99.66,99.66,1.0,3.0,1.95,3.0,3.0,65.0,65.0,65.0,24.06,0.75,118.6,32.35,252.74,1.95,9.69,75.69
08:00,24.06,99.74,94.93,119.0,118.7,119.0,119.0,99.75,99.75,99.75,1.0,3.0,0.65,3.0,3.0,21.67,21.67,21.67,24.06,0.25,118.7,19.03,148.64,0.65,2.6,20.31
09:00,18.64,99.66,85.31,119.0,118.6,119.0,119.0,99.66,99.66,99.66,1.0,3.0,1.9,3.0,3.0,63.33,63.33,63.33,18.64,0.7,118.6,39.17,306.02,1.9,27.57,215.4
10:00,5.08,99.79,98.66,119.0,118.75,119.0,119.0,99.79,99.79,99.79,1.0,3.0,0.15,3.0,3.0,5.0,5.0,5.0,5.08,0.05,118.75,21.35,166.77,0.15,117.67,919.27
11:00,16.94,99.57,84.36,119.0,118.45,119.0,119.0,99.54,99.54,99.54,1.0,3.0,2.1,3.0,3.0,70.0,70.0,70.0,16.94,0.8,118.45,33.71,263.35,2.1,30.77,240.4
12:00,11.86,99.62,85.13,119.0,118.55,119.0,119.0,99.62,99.62,99.62,1.0,3.0,2.0,3.0,3.0,66.67,66.67,66.67,11.86,0.7,118.55,40.56,316.84,2.0,16.69,130.39
13:00,20.9,99.83,83.35,119.0,118.8,119.0,119.0,99.83,99.83,99.83,1.0,3.0,2.4,3.0,3.0,80.0,80.0,80.0,20.9,0.9,118.8,28.68,224.1,2.4,22.11,172.74
14:00,10.66,99.66,82.52,119.0,118.6,119.0,119.0,99.66,99.66,99.66,1.0,3.0,2.45,3.0,3.0,81.67,81.67,81.67,10.66,0.85,118.6,21.0,164.08,2.45,17.88,139.71
15:00,21.83,99.49,84.98,119.0,118.35,119.0,119.0,99.45,99.45,99.45,1.0,3.0,2.25,3.0,3.0,75.0,75.0,75.0,21.83,0.85,118.35,32.25,251.96,2.25,22.77,177.85
16:00,25.3,99.53,89.44,119.0,118.45,119.0,119.0,99.54,99.54,99.54,1.0,3.0,1.75,3.0,3.0,58.33,58.33,58.33,25.3,0.7,118.45,31.47,245.84,1.75,30.38,237.35
17:00,17.27,99.83,85.05,119.0,118.8,119.0,119.0,99.83,99.83,99.83,1.0,3.0,2.35,3.0,3.0,78.33,78.33,78.33,17.27,0.85,118.8,36.26,283.24,2.35,18.41,143.84
18:00,19.99,99.74,94.1,119.0,118.7,119.0,119.0,99.75,99.75,99.75,1.0,2.0,0.65,2.0,2.0,32.5,32.5,32.5,19.99,0.35,118.7,34.12,266.6,0.65,38.36,299.66
19:00,6.66,99.79,82.8,119.0,118.75,119.0,119.0,99.79,99.79,99.79,1.0,2.0,1.8,2.0,2.0,90.0,90.0,90.0,6.66,0.9,118.75,44.05,344.15,1.8,23.25,181.64
20:00,11.85,99.74,84.27,119.0,118.65,119.0,119.0,99.71,99.71,99.71,1.0,2.0,1.75,2.0,2.0,87.5,87.5,87.5,11.85,0.9,118.65,33.47,261.49,1.75,14.5,113.28
21:00,11.57,99.28,83.47,119.0,118.15,119.0,119.0,99.29,99.29,99.29,1.0,2.0,1.85,2.0,2.0,92.5,92.5,92.5,11.57,0.95,118.15,31.2,243.78,1.85,18.66,145.76
22:00,11.57,99.62,84.35,119.0,118.55,119.0,119.0,99.62,99.62,99.62,1.0,2.0,1.85,2.0,2.0,92.5,92.5,92.5,11.57,0.95,118.55,31.96,249.65,1.85,15.84,123.77
23:00,17.64,99.79,87.42,119.0,118.75,119.0,119.0,99.79,99.79,99.79,1.0,2.0,1.6,2.0,2.0,80.0,80.0,80.0,17.64,0.85,118.75,21.12,165.01,1.6,21.06,164.52
24:00,19.99,99.83,90.43,119.0,118.7,119.0,119.0,99.75,99.75,99.75,1.0,2.0,1.3,2.0,2.0,65.0,65.0,65.0,19.99,0.7,118.7,30.62,239.25,1.3,29.96,234.1
