mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359695085,141976402,2830499,19379373,13076961,106689569,0.147752,1.830537,0.136349,2.114639,0.629,4.23
Sky_10,3359687340,115160152,4537225,8401618,5059154,97162155,0.236843,0.759188,0.124173,1.120204,0.333,3.43
Sky_11,3359709662,115113458,5468993,7647872,4388107,97608486,0.285481,0.678829,0.124744,1.089054,0.324,3.43
Sky_12,3359686542,129238928,7651896,13251247,7669680,100666105,0.399429,1.17994,0.128651,1.708021,0.508,3.85
Sky_13,3359698266,137645962,8949310,13552638,10767973,104376041,0.467154,1.371682,0.133393,1.972229,0.587,4.1
Sky_14,3359684079,139566093,15020299,12325712,7863848,104356234,0.78406,1.138691,0.133367,2.056118,0.612,4.15
Sky_15,3359700947,116124994,6077276,6576690,4975728,98495300,0.317234,0.651556,0.125877,1.094667,0.326,3.46
Sky_16,3359709695,117147001,6485005,7894113,4544486,98223397,0.338517,0.701537,0.12553,1.165584,0.347,3.49
Sky_17,3359709333,121863353,4872379,11152129,6780359,99058486,0.254338,1.011392,0.126597,1.392327,0.414,3.63
Sky_18,3359685570,109706940,5214216,5093504,2657122,96742098,0.272182,0.437135,0.123636,0.832954,0.248,3.27
Sky_19,3359709372,121934041,4863687,11163286,7108058,98799010,0.253884,1.030504,0.126265,1.410653,0.42,3.63
Sky_2,3359696970,115771364,4703897,7422143,4780838,98864486,0.245543,0.688248,0.126349,1.06014,0.316,3.45
Sky_20,3359708372,117225690,5959138,8075242,5079695,98111615,0.311067,0.741938,0.125387,1.178392,0.351,3.49
Sky_21,3359706913,112990808,5446414,6589096,3645276,97310022,0.284303,0.577219,0.124362,0.985884,0.293,3.36
Sky_22,3359686520,120196426,5142320,10421614,6532219,98100273,0.268429,0.956196,0.125372,1.349997,0.402,3.58
Sky_23,3359692663,137803593,10199363,15803086,9319951,102481193,0.532407,1.416939,0.130971,2.080317,0.619,4.1
Sky_24,3359689211,124207284,4453064,13333274,7928464,98492482,0.23245,1.199162,0.125873,1.557485,0.464,3.7
Sky_25,3359687616,117455138,5526652,8848363,5444001,97636122,0.288491,0.806089,0.124779,1.21936,0.363,3.5
Sky_26,3359692507,112312359,4901986,6664756,3862999,96882618,0.255884,0.593765,0.123816,0.973465,0.29,3.34
Sky_27,3359693035,116800589,5934660,8180675,4916678,97768576,0.309789,0.738691,0.124948,1.173428,0.349,3.48
Sky_28,3359702532,114494015,6197717,6519792,3499969,98276537,0.323521,0.565115,0.125597,1.014233,0.302,3.41
Sky_29,3359706100,113644367,6559945,5854679,3566414,97663329,0.342429,0.53135,0.124814,0.998593,0.297,3.38
Sky_3,3359699103,119607310,4540671,7759330,6476828,100830481,0.237023,0.802919,0.128861,1.168804,0.348,3.56
Sky_30,3359683706,109999577,4791701,5541320,3144292,96522264,0.250127,0.489869,0.123355,0.863351,0.257,3.27
Sky_4,3359691272,116098771,4681505,9179892,4660533,97576841,0.244375,0.7806,0.124703,1.149678,0.342,3.46
Sky_5,3359705134,108356204,4792823,4419366,2784109,96359906,0.250185,0.406276,0.123148,0.779609,0.232,3.23
Sky_6,3359701953,111843789,4971227,5894538,3440453,97537571,0.259498,0.526493,0.124653,0.910645,0.271,3.33
Sky_7,3359703452,116289610,5298979,7962257,4902793,98125581,0.276607,0.725589,0.125404,1.1276,0.336,3.46
Sky_8,3359683539,125188665,4738625,13610335,7429847,99409858,0.247356,1.186666,0.127046,1.561068,0.465,3.73
Sky_9,3359709662,119515389,5510891,9873998,5846838,98283662,0.287669,0.886655,0.125607,1.29993,0.387,3.56
