node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,PDR_UL(%),dl_sent,dl_recv,PDR_DL(%),PDR_DL_CSV_last(%),UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
02:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,61.65,481.62,0,,
03:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,29.66,231.75,0,,
04:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,93.37,729.45,0,,
05:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,1.38,10.77,0,,
06:00,,98.3,96.72,119,117,98.32,3,0,0.0,,117,98.44,769.1,0,,
07:00,,99.15,98.62,119,118,99.16,3,0,0.0,,118,0.81,6.29,0,,
08:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,65.68,513.13,0,,
09:00,5.08,99.15,75.79,119,118,99.16,3,3,100.0,5.08,118,11.34,88.59,3,3.67,28.65
10:00,,99.15,99.22,119,118,99.16,3,0,0.0,,118,107.96,843.42,0,,
11:00,5.08,100.0,76.81,119,119,100.0,3,3,100.0,5.08,119,69.13,540.05,3,0.0,0.0
12:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,95.78,748.29,0,,
13:00,5.08,98.3,77.8,119,117,98.32,3,3,100.0,5.08,117,4.46,34.86,3,14.33,111.98
14:00,5.08,100.0,78.53,119,119,100.0,3,3,100.0,5.08,119,97.78,763.92,3,0.0,0.0
15:00,5.08,100.0,78.89,119,119,100.0,3,3,100.0,5.08,119,110.33,861.94,3,0.0,0.0
16:00,3.38,99.15,98.26,119,118,99.16,3,2,66.67,3.38,118,86.42,675.19,2,0.0,0.0
17:00,5.08,100.0,80.51,119,119,100.0,3,3,100.0,5.08,119,50.17,391.94,3,0.0,0.0
18:00,,98.3,98.77,119,117,98.32,2,0,0.0,,117,1.62,12.62,0,,
19:00,,100.0,100.0,119,119,100.0,2,0,0.0,,119,99.67,778.69,0,,
20:00,6.66,100.0,81.42,119,119,100.0,2,2,100.0,6.66,119,100.93,788.54,2,0.0,0.0
21:00,6.66,99.15,81.96,119,118,99.16,2,2,100.0,6.66,118,0.82,6.42,2,30.0,234.38
22:00,6.66,100.0,83.03,119,119,100.0,2,2,100.0,6.66,119,90.82,709.49,2,0.0,0.0
23:00,,99.15,98.02,119,118,99.16,2,0,0.0,,118,0.14,1.06,0,,
24:00,6.66,100.0,84.2,119,119,100.0,2,2,100.0,6.66,119,0.39,3.09,2,25.5,199.22
25:00,6.66,98.3,82.7,119,117,98.32,2,2,100.0,6.66,117,38.17,298.21,2,0.0,0.0
26:00,100.0,100.0,100.0,119,119,100.0,2,1,50.0,100.0,119,2.13,16.68,1,35.0,273.44
27:00,6.66,98.3,85.26,119,117,98.32,2,2,100.0,6.66,117,51.91,405.52,2,0.0,0.0
28:00,6.66,99.15,86.07,119,118,99.16,2,2,100.0,6.66,118,79.41,620.37,2,0.0,0.0
29:00,,97.45,96.88,119,116,97.48,2,0,0.0,,116,63.49,496.03,0,,
30:00,,100.0,100.0,119,119,100.0,2,0,0.0,,119,29.72,232.21,0,,
