mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359704072,142920504,2891516,19751081,13033961,107243946,0.150937,1.849076,0.137058,2.137071,0.636,4.25
Sky_10,3359701057,115902578,5014300,8472511,5010164,97405603,0.261746,0.760423,0.124484,1.146654,0.341,3.45
Sky_11,3359691613,117375934,5217831,9415470,4728704,98013929,0.272371,0.797731,0.125262,1.195364,0.356,3.49
Sky_12,3359706662,126946381,4745366,11846827,9295376,101058812,0.247708,1.19242,0.129153,1.569282,0.467,3.78
Sky_13,3359686448,128286653,7528338,12325870,7605984,100826461,0.392979,1.124157,0.128856,1.645992,0.49,3.82
Sky_14,3359703363,129250495,5865107,14798901,8498658,100087829,0.306159,1.313982,0.127912,1.748053,0.52,3.85
Sky_15,3359701373,117990047,5152673,9538763,5395616,97902995,0.26897,0.842299,0.12512,1.236389,0.368,3.51
Sky_16,3359699546,119641319,4995758,10766564,6141110,97737887,0.260779,0.953593,0.124909,1.33928,0.399,3.56
Sky_17,3359698827,127245587,4348890,14640065,9230503,99026129,0.227012,1.3463,0.126555,1.699867,0.506,3.79
Sky_18,3359710455,110079608,4733954,5315441,3079430,96950783,0.247112,0.473471,0.123903,0.844486,0.251,3.28
Sky_19,3359710136,120154694,4891352,8779130,6701316,99782896,0.255329,0.873097,0.127523,1.255948,0.374,3.58
Sky_2,3359698683,117354921,4572696,10123725,5297634,97360866,0.238695,0.869765,0.124427,1.232887,0.367,3.49
Sky_20,3359689637,115302337,5410468,7391383,4497964,98002522,0.282426,0.670559,0.125247,1.078233,0.321,3.43
Sky_21,3359696192,115833904,6450200,7344378,4228351,97810975,0.3367,0.652702,0.125002,1.114405,0.332,3.45
Sky_22,3359682489,115892256,4976169,8199871,4663836,98052380,0.259756,0.725513,0.125311,1.11058,0.331,3.45
Sky_23,3359710388,118591546,4955941,9202803,5588684,98844118,0.2587,0.83424,0.126323,1.219263,0.363,3.53
Sky_24,3359686046,117502390,4801492,8763427,5192623,98744848,0.250638,0.787121,0.126196,1.163955,0.346,3.5
Sky_25,3359695474,115060949,5914718,7184375,4386241,97575615,0.308748,0.652583,0.124702,1.086033,0.323,3.42
Sky_26,3359686418,108705953,4448057,4909158,2649007,96699731,0.232189,0.426281,0.123582,0.782051,0.233,3.24
Sky_27,3359688454,113786488,6092136,6223035,3730326,97740991,0.318009,0.56137,0.124913,1.004292,0.299,3.39
Sky_28,3359683370,123052960,11192504,7071707,4137052,100651697,0.584249,0.632174,0.128633,1.345056,0.4,3.66
Sky_29,3359694738,115275079,6030172,7595995,4129938,97518974,0.314775,0.661343,0.124629,1.100747,0.328,3.43
Sky_3,3359695126,119550601,4450458,11159744,5977176,97963223,0.232314,0.966522,0.125197,1.324033,0.394,3.56
Sky_30,3359691557,109975234,4697083,5451284,3247994,96578873,0.245188,0.490639,0.123428,0.859255,0.256,3.27
Sky_4,3359700871,119369617,4929219,10661544,6099103,97679751,0.257305,0.9453,0.124835,1.32744,0.395,3.55
Sky_5,3359685904,109157194,5373160,4317527,2406179,97060328,0.280479,0.379217,0.124043,0.783739,0.233,3.25
Sky_6,3359708313,118779246,4847724,7493769,5368349,101069404,0.253051,0.725423,0.129167,1.107641,0.33,3.54
Sky_7,3359710596,141670052,21265889,8932488,4650515,106821160,1.110079,0.766081,0.136517,2.012678,0.599,4.22
Sky_8,3359692791,125030491,5065083,13674568,7038964,99251876,0.264397,1.168243,0.126844,1.559484,0.464,3.72
Sky_9,3359696451,124724045,7174968,11624468,6368974,99555635,0.374533,1.01483,0.127232,1.516596,0.451,3.71
