node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,PDR_UL(%),dl_sent,dl_recv,PDR_DL(%),PDR_DL_CSV_last(%),UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
02:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,27.18,212.38,0,,
03:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,99.8,779.67,0,,
04:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,81.03,633.01,0,,
05:00,5.08,99.15,73.23,119,118,99.16,3,3,100.0,5.08,118,121.05,945.71,3,0.0,0.0
06:00,,99.15,98.76,119,118,99.16,3,0,0.0,,118,66.26,517.68,0,,
07:00,100.0,100.0,100.0,119,119,100.0,3,1,33.33,100.0,119,103.55,808.95,1,0.0,0.0
08:00,5.08,99.15,74.88,119,118,99.16,3,3,100.0,5.08,118,78.19,610.83,3,0.0,0.0
09:00,,99.15,99.52,119,118,99.16,3,0,0.0,,118,88.49,691.34,0,,
10:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,25.74,201.09,0,,
11:00,5.08,100.0,76.82,119,119,100.0,3,3,100.0,5.08,119,81.66,637.93,3,0.0,0.0
12:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,91.38,713.89,0,,
13:00,5.08,100.0,77.84,119,119,100.0,3,3,100.0,5.08,119,24.08,188.16,3,0.0,0.0
14:00,5.08,98.3,76.96,119,117,98.32,3,3,100.0,5.08,117,62.73,490.05,3,0.0,0.0
15:00,,99.15,98.76,119,118,99.16,3,0,0.0,,118,10.08,78.72,0,,
16:00,,99.15,99.52,119,118,99.16,3,0,0.0,,118,101.42,792.31,0,,
17:00,6.66,100.0,79.97,119,119,100.0,3,3,100.0,6.66,119,78.4,612.53,3,0.0,0.0
18:00,,100.0,100.0,119,119,100.0,2,0,0.0,,119,77.55,605.9,0,,
19:00,6.66,99.15,80.46,119,118,99.16,2,2,100.0,6.66,118,48.23,376.79,2,0.0,0.0
20:00,6.66,100.0,81.89,119,119,100.0,2,2,100.0,6.66,119,81.73,638.52,2,0.0,0.0
21:00,6.66,99.15,81.4,119,118,99.16,2,2,100.0,6.66,118,96.9,757.02,2,0.0,0.0
22:00,6.66,99.15,82.48,119,118,99.16,2,2,100.0,6.66,118,6.41,50.05,2,21.0,164.06
23:00,6.66,99.15,82.58,119,118,99.16,2,2,100.0,6.66,118,22.2,173.46,2,0.0,0.0
24:00,,99.15,99.7,119,118,99.16,2,0,0.0,,118,63.69,497.55,0,,
25:00,,100.0,100.0,119,119,100.0,2,0,0.0,,119,89.55,699.65,0,,
26:00,,99.15,99.41,119,118,99.16,2,0,0.0,,118,2.44,19.07,0,,
27:00,6.66,100.0,85.75,119,119,100.0,2,2,100.0,6.66,119,77.1,602.35,2,0.0,0.0
28:00,6.66,100.0,86.1,119,119,100.0,2,2,100.0,6.66,119,30.33,236.94,2,0.0,0.0
29:00,6.66,99.15,86.68,119,118,99.16,2,2,100.0,6.66,118,35.69,278.87,2,0.0,0.0
30:00,,100.0,100.0,119,119,100.0,2,0,0.0,,119,0.77,6.04,0,,
