mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359658451,143511892,2876027,20168967,13042984,107423914,0.150129,1.873154,0.137288,2.16057,0.643,4.27
Sky_10,3359640670,111262645,4164038,6345078,3811447,96942082,0.217363,0.572828,0.123892,0.914083,0.272,3.31
Sky_11,3359663586,117847648,6577694,6974013,5327213,98968728,0.343356,0.693789,0.126482,1.163627,0.346,3.51
Sky_12,3359652318,126123481,4356077,14099297,8432934,99235173,0.227387,1.270818,0.126823,1.625028,0.484,3.75
Sky_13,3359648594,127203990,4893514,13861113,8873654,99575709,0.255441,1.282241,0.127258,1.66494,0.496,3.79
Sky_14,3359646297,136362362,13313309,11855355,6836868,104356830,0.694955,1.054241,0.133368,1.882564,0.56,4.06
Sky_15,3359638131,114635307,5558125,7230755,4037882,97808545,0.290134,0.635551,0.124999,1.050685,0.313,3.41
Sky_16,3359634884,114114252,5567862,6364124,4308659,97873607,0.290642,0.601945,0.125082,1.01767,0.303,3.4
Sky_17,3359645683,123005765,4404037,12247142,7685657,98668929,0.229891,1.12421,0.126099,1.480199,0.441,3.66
Sky_18,3359645960,110576911,4896234,5534555,3270074,96876048,0.255583,0.496581,0.123808,0.875972,0.261,3.29
Sky_19,3359654029,123732481,4530034,12720336,7686749,98795362,0.236468,1.15096,0.12626,1.513688,0.451,3.68
Sky_2,3359649659,113928256,4401407,7399836,4687733,97439280,0.229753,0.681739,0.124527,1.03602,0.308,3.39
Sky_20,3359639751,114334707,5608450,6930306,4038225,97757726,0.292761,0.618625,0.124934,1.036321,0.308,3.4
Sky_21,3359634314,116438292,9055424,4861614,3371004,99150250,0.472693,0.46432,0.126714,1.063727,0.317,3.47
Sky_22,3359639146,115781745,4890099,7860904,4900748,98129994,0.255263,0.719757,0.12541,1.10043,0.328,3.45
Sky_23,3359660355,126780393,4187226,12104161,9380470,101108536,0.218573,1.211733,0.129217,1.559523,0.464,3.77
Sky_24,3359634773,115604325,5706574,6741585,4766276,98389890,0.297883,0.649043,0.125742,1.072669,0.319,3.44
Sky_25,3359637690,110868919,5158124,5531544,2952547,97226704,0.269254,0.478503,0.124256,0.872013,0.26,3.3
Sky_26,3359650976,110859516,4965001,5793686,3323291,96777538,0.259173,0.514198,0.123682,0.897052,0.267,3.3
Sky_27,3359637961,110981052,5343086,5298504,3304742,97034720,0.278909,0.485223,0.12401,0.888143,0.264,3.3
Sky_28,3359645153,117412673,7035829,7408074,4119593,98849177,0.36727,0.65016,0.126329,1.14376,0.34,3.49
Sky_29,3359643078,113757420,6305500,6005570,3808862,97637488,0.329147,0.553534,0.124781,1.007462,0.3,3.39
Sky_3,3359636231,113469645,4636162,7186089,4266538,97380856,0.242008,0.645928,0.124453,1.012389,0.301,3.38
Sky_30,3359638814,106837538,4103085,4267030,2282448,96184975,0.214181,0.369391,0.122924,0.706496,0.21,3.18
Sky_4,3359641009,113823433,4847062,7409468,4089470,97477433,0.253017,0.64854,0.124576,1.026133,0.305,3.39
Sky_5,3359639876,108813054,4953710,4578471,2727716,96553157,0.258584,0.412069,0.123395,0.794048,0.236,3.24
Sky_6,3359654219,115392055,4585427,8763903,4627267,97415458,0.239359,0.755262,0.124497,1.119118,0.333,3.43
Sky_7,3359663433,131429764,13571680,8112685,6079840,103665559,0.708442,0.800458,0.132485,1.641385,0.489,3.91
Sky_8,3359659614,128148587,5475743,13108845,8726042,100837957,0.285834,1.231488,0.128871,1.646192,0.49,3.81
Sky_9,3359636845,116375179,4604453,8205529,5507503,98057694,0.240352,0.773415,0.125318,1.139085,0.339,3.46
