mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359685188,147542117,3147167,21295577,14804948,108294425,0.164282,2.03607,0.1384,2.338752,0.696,4.39
Sky_10,3359688489,119185449,5118038,6440491,6741193,100885727,0.267162,0.743447,0.128932,1.139541,0.339,3.55
Sky_11,3359693349,115386456,6549841,6414147,4441120,97981348,0.341902,0.612237,0.12522,1.079359,0.321,3.43
Sky_12,3359706540,126028908,5008241,13431407,8840176,98749084,0.26143,1.256117,0.126201,1.643749,0.489,3.75
Sky_13,3359700674,128757901,5190102,14004852,9125312,100437635,0.270923,1.304541,0.128359,1.703824,0.507,3.83
Sky_14,3359712960,147205004,16943760,15565077,8859535,105836632,0.884464,1.377548,0.135259,2.397272,0.714,4.38
Sky_15,3359687557,120881219,6168099,8461980,7339053,98912087,0.321975,0.891178,0.12641,1.339563,0.399,3.6
Sky_16,3359704985,122436538,8098689,9514923,5250811,99572115,0.422752,0.832787,0.127253,1.382792,0.412,3.64
Sky_17,3359684177,133465890,5386451,16875788,10961036,100242615,0.281173,1.569997,0.12811,1.97928,0.589,3.97
Sky_18,3359706136,111675462,5166891,6208197,3386970,96913404,0.269712,0.541167,0.123855,0.934734,0.278,3.32
Sky_19,3359703792,128025709,7788650,12133356,7898509,100205194,0.406568,1.129797,0.128062,1.664427,0.495,3.81
Sky_2,3359700372,112903265,4932972,6997643,3528063,97444587,0.257501,0.59365,0.124534,0.975685,0.29,3.36
Sky_20,3359684914,124323695,6202897,11525850,7437766,99157182,0.323791,1.069548,0.126723,1.520062,0.452,3.7
Sky_21,3359703843,114287872,5576576,7181059,3942814,97587423,0.291097,0.627386,0.124717,1.0432,0.311,3.4
Sky_22,3359684115,123794872,5723306,11804540,7425071,98841955,0.298757,1.08455,0.12632,1.509627,0.449,3.68
Sky_23,3359712616,129897222,5349692,15495396,9479260,99572874,0.279254,1.408571,0.127254,1.815079,0.54,3.87
Sky_24,3359696961,118346779,5378586,8886902,5855042,98226249,0.280762,0.831446,0.125533,1.237741,0.368,3.52
Sky_25,3359694547,113839314,6072863,6312126,3917133,97537192,0.317003,0.57693,0.124653,1.018586,0.303,3.39
Sky_26,3359693887,107709762,4552195,4149107,2506645,96501815,0.237625,0.375384,0.123329,0.736338,0.219,3.21
Sky_27,3359713194,116712782,6498200,7865324,4592917,97756341,0.339206,0.702645,0.124933,1.166783,0.347,3.47
Sky_28,3359706241,118717976,6634150,8502856,5135750,98445220,0.346303,0.769217,0.125813,1.241333,0.369,3.53
Sky_29,3359711965,117269329,6789612,8303742,4395235,97780740,0.354418,0.716222,0.124964,1.195604,0.356,3.49
Sky_3,3359697606,116523006,4992420,8753686,4726809,98050091,0.260604,0.7603,0.125308,1.146212,0.341,3.47
Sky_30,3359695665,108561503,5226363,4200874,2641567,96492699,0.272816,0.385914,0.123318,0.782047,0.233,3.23
Sky_4,3359699608,115294308,4814137,7876299,4871956,97731916,0.251298,0.719002,0.124901,1.095201,0.326,3.43
Sky_5,3359700896,110961943,5107045,5581384,3236088,97037426,0.266588,0.497305,0.124014,0.887907,0.264,3.3
Sky_6,3359709580,116258394,4948268,9151132,4909227,97249767,0.2583,0.793004,0.124285,1.175589,0.35,3.46
Sky_7,3359689516,137072643,15323807,9360661,7582722,104805453,0.799903,0.955607,0.133941,1.889451,0.562,4.08
Sky_8,3359686616,132140950,4985399,14633409,10971898,101550244,0.260238,1.444139,0.129781,1.834158,0.546,3.93
Sky_9,3359702696,121694780,5019007,11373976,6847567,98454230,0.261992,1.027695,0.125825,1.415512,0.421,3.62
