mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359653930,146830361,3140482,21034261,13888106,108767512,0.163933,1.969621,0.139005,2.27256,0.676,4.37
Sky_10,3359631131,110980188,4931716,5517906,3492086,97038480,0.257436,0.508164,0.124015,0.889614,0.265,3.3
Sky_11,3359640398,114937387,5982719,6252161,4304478,98398029,0.312298,0.595394,0.125753,1.033445,0.308,3.42
Sky_12,3359649728,128388333,4707866,15006838,9319371,99354258,0.245751,1.371998,0.126975,1.744724,0.519,3.82
Sky_13,3359645002,130237052,5098293,16141790,9624176,99372793,0.266131,1.4532,0.126998,1.84633,0.55,3.88
Sky_14,3359648651,140870489,13754162,14554884,8396140,104165303,0.717967,1.294438,0.133123,2.145528,0.639,4.19
Sky_15,3359651769,121646323,6637766,10310131,6254389,98444037,0.346491,0.934239,0.125811,1.406542,0.419,3.62
Sky_16,3359650700,123540417,7471144,10610279,6241092,99217902,0.389994,0.950417,0.1268,1.467212,0.437,3.68
Sky_17,3359643279,125180342,4814840,13246824,8504071,98614607,0.251335,1.22675,0.126029,1.604115,0.477,3.73
Sky_18,3359654388,113439951,5278666,6234797,3937666,97988822,0.275546,0.573727,0.12523,0.974503,0.29,3.38
Sky_19,3359654156,126820629,4491761,12541152,8893429,100894287,0.23447,1.20891,0.128943,1.572323,0.468,3.77
Sky_2,3359647975,115667008,5019677,8667933,4851677,97127721,0.262027,0.762506,0.124129,1.148662,0.342,3.44
Sky_20,3359640398,115233187,5686076,7238551,4357028,97951532,0.296813,0.653991,0.125182,1.075986,0.32,3.43
Sky_21,3359640398,115526281,7064037,5299569,4675153,98487522,0.368743,0.562574,0.125867,1.057184,0.315,3.44
Sky_22,3359640398,116347254,4954961,8187840,5012353,98192100,0.258649,0.744491,0.12549,1.128629,0.336,3.46
Sky_23,3359640398,120180928,5013675,9928338,6375678,98863237,0.261714,0.919547,0.126347,1.307608,0.389,3.58
Sky_24,3359640398,121519870,7634926,8580634,5648503,99655807,0.398543,0.802523,0.12736,1.328427,0.395,3.62
Sky_25,3359640398,114485876,5295064,5578785,6022378,97589649,0.276402,0.654306,0.12472,1.055428,0.314,3.41
Sky_26,3359644734,110129847,4918951,5610444,2900419,96700033,0.256769,0.480013,0.123583,0.860365,0.256,3.28
Sky_27,3359640398,112620899,6529198,5503694,2824914,97763093,0.340824,0.469733,0.124941,0.935499,0.278,3.35
Sky_28,3359645883,117650725,6301242,8565150,4689465,98094868,0.328925,0.74756,0.125365,1.20185,0.358,3.5
Sky_29,3359648438,114540852,5251248,7625399,4294808,97369397,0.274115,0.6723,0.124438,1.070853,0.319,3.41
Sky_3,3359639823,121241027,4817600,7821210,6983371,101618846,0.251479,0.834978,0.129869,1.216326,0.362,3.61
Sky_30,3359638339,108313079,4432889,4628657,2673162,96578371,0.231397,0.411823,0.123427,0.766647,0.228,3.22
Sky_4,3359652747,120160770,5233181,10528776,6493587,97905226,0.273172,0.960061,0.125123,1.358356,0.404,3.58
Sky_5,3359628490,109304429,4874859,3730669,2963837,97735064,0.254468,0.37757,0.124905,0.756943,0.225,3.25
Sky_6,3359639823,112427118,4653411,6737580,3688979,97347148,0.242908,0.588058,0.12441,0.955376,0.284,3.35
Sky_7,3359641217,135101494,14900047,8553755,7335356,104312336,0.777782,0.896146,0.133311,1.807239,0.538,4.02
Sky_8,3359640398,122474351,4367241,11822263,7019462,99265385,0.22797,1.062673,0.126861,1.417504,0.422,3.65
Sky_9,3359640398,120003129,5884731,10243599,5384386,98490413,0.307183,0.881418,0.125871,1.314472,0.391,3.57
