node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,PDR_UL(%),dl_sent,dl_recv,PDR_DL(%),PDR_DL_CSV_last(%),UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
02:00,5.08,100.0,72.82,119,119,100.0,3,3,100.0,5.08,119,0.04,0.33,3,58.67,458.33
03:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,10.84,84.69,0,,
04:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,44.47,347.43,0,,
05:00,,98.3,97.27,119,117,98.32,3,0,0.0,,117,0.16,1.27,0,,
06:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,31.34,244.88,0,,
07:00,5.08,100.0,74.97,119,119,100.0,3,3,100.0,5.08,119,37.92,296.28,3,0.0,0.0
08:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,0.0,0.0,0,,
09:00,,99.15,99.94,119,118,99.16,3,0,0.0,,118,0.1,0.79,0,,
10:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,0.0,0.0,0,,
11:00,5.08,99.14,76.39,119,117,98.32,3,3,100.0,5.08,117,34.27,267.76,3,0.0,0.0
12:00,5.08,100.0,77.59,119,119,100.0,3,3,100.0,5.08,119,38.44,300.29,3,0.0,0.0
13:00,5.08,100.0,77.84,119,119,100.0,3,3,100.0,5.08,119,0.0,0.0,3,54.33,424.48
14:00,5.08,100.0,78.53,119,119,100.0,3,3,100.0,5.08,119,56.03,437.7,3,0.0,0.0
15:00,5.08,99.15,78.98,119,118,99.16,3,3,100.0,5.08,118,0.0,0.0,3,56.67,442.71
16:00,5.08,99.15,79.63,119,118,99.16,3,3,100.0,5.08,118,0.0,0.0,3,71.33,557.29
17:00,5.08,100.0,80.06,119,119,100.0,3,3,100.0,5.08,119,15.81,123.49,3,0.0,0.0
18:00,,100.0,100.0,119,119,100.0,2,0,0.0,,119,0.0,0.0,0,,
19:00,6.66,100.0,81.05,119,119,100.0,2,2,100.0,6.66,119,0.0,0.0,2,78.5,613.28
20:00,6.66,100.0,81.89,119,119,100.0,2,2,100.0,6.66,119,25.61,200.11,2,0.0,0.0
21:00,6.66,99.15,81.62,119,118,99.16,2,2,100.0,6.66,118,0.14,1.06,2,31.5,246.09
22:00,6.66,99.15,81.7,119,118,99.16,2,2,100.0,6.66,118,49.53,386.98,2,0.0,0.0
23:00,6.66,100.0,83.89,119,119,100.0,2,2,100.0,6.66,119,0.49,3.81,2,27.5,214.84
24:00,,100.0,100.0,119,118,99.16,2,0,0.0,,118,0.07,0.53,0,,
25:00,6.66,99.15,84.04,119,118,99.16,2,2,100.0,6.66,118,0.0,0.0,2,35.5,277.34
26:00,,99.15,99.51,119,118,99.16,2,0,0.0,,118,38.43,300.25,0,,
27:00,100.0,99.15,100.0,119,118,99.16,2,1,50.0,100.0,118,0.0,0.0,1,44.0,343.75
28:00,,100.0,100.0,119,119,100.0,2,0,0.0,,119,9.19,71.82,0,,
29:00,,100.0,100.0,119,119,100.0,2,0,0.0,,119,41.28,322.48,0,,
30:00,,100.0,100.0,119,119,100.0,2,0,0.0,,119,0.0,0.0,0,,
