mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359700872,142903656,2791982,19734845,13628971,106747858,0.145741,1.881719,0.136424,2.163884,0.644,4.25
Sky_10,3359692840,115797669,4749907,8790239,4906996,97350527,0.247945,0.772524,0.124414,1.144883,0.341,3.45
Sky_11,3359690548,122763318,8897994,8778254,5315854,99771216,0.464475,0.794908,0.127508,1.386891,0.413,3.65
Sky_12,3359689042,124850855,4345660,12853881,7865090,99786224,0.226843,1.16855,0.127527,1.52292,0.453,3.72
Sky_13,3359684179,141821238,14216227,13869667,7993334,105742010,0.742087,1.233073,0.135138,2.110299,0.628,4.22
Sky_14,3359692140,123836749,4799660,12325756,7646597,99064736,0.250542,1.126441,0.126605,1.503588,0.448,3.69
Sky_15,3359685082,122529717,8238280,9971869,4829401,99490167,0.430038,0.834792,0.127148,1.391978,0.414,3.65
Sky_16,3359685434,117384497,5528724,8598486,5218232,98039055,0.288599,0.779263,0.125294,1.193156,0.355,3.49
Sky_17,3359697744,127182046,4459802,14721270,9006386,98994588,0.232802,1.33824,0.126515,1.697557,0.505,3.79
Sky_18,3359691331,108509074,4603172,4963242,2322777,96619883,0.240286,0.410931,0.12348,0.774697,0.231,3.23
Sky_19,3359681956,122422248,5208425,11471620,6617044,99125159,0.27188,1.020201,0.126682,1.418762,0.422,3.64
Sky_2,3359698321,116103697,4470573,9028784,5068649,97535691,0.233364,0.795095,0.124651,1.15311,0.343,3.46
Sky_20,3359685342,122249910,8415048,8968361,5170611,99695890,0.439266,0.797438,0.127411,1.364115,0.406,3.64
Sky_21,3359690635,114859421,6488321,6471749,4263267,97636084,0.33869,0.605455,0.124779,1.068924,0.318,3.42
Sky_22,3359697720,123920097,5064150,12832672,7420573,98602702,0.264349,1.142283,0.126014,1.532646,0.456,3.69
Sky_23,3359687900,124124160,4150919,12718800,8093432,99161009,0.216678,1.17381,0.126728,1.517216,0.452,3.69
Sky_24,3359689570,125974824,6883779,11412461,7319284,100359300,0.359333,1.05647,0.128259,1.544063,0.46,3.75
Sky_25,3359685628,115403256,6470304,7197107,3888310,97847535,0.33775,0.625218,0.125049,1.088017,0.324,3.43
Sky_26,3359696395,111300869,5003249,5988512,3417407,96891701,0.26117,0.530494,0.123828,0.915491,0.272,3.31
Sky_27,3359683483,114247628,6660615,6251698,3548539,97786776,0.347684,0.552733,0.124971,1.025389,0.305,3.4
Sky_28,3359685422,120353451,8248653,7998211,4854180,99252407,0.43058,0.724875,0.126845,1.282299,0.382,3.58
Sky_29,3359701418,116293356,5253262,8228114,5128195,97683785,0.27422,0.753296,0.12484,1.152356,0.343,3.46
Sky_3,3359686983,116676283,4624450,9037455,5017214,97997164,0.241396,0.792683,0.12524,1.15932,0.345,3.47
Sky_30,3359676053,108783425,4492247,3520956,2893801,97876421,0.234495,0.361792,0.125086,0.721374,0.215,3.24
Sky_4,3359682681,115412580,4988380,8203224,4540309,97680667,0.260393,0.718735,0.124836,1.103965,0.329,3.44
Sky_5,3359675841,108841798,4805323,4452119,2498167,97086189,0.250838,0.391996,0.124076,0.76691,0.228,3.24
Sky_6,3359691388,115279499,5012139,8470944,4421024,97375392,0.261634,0.727107,0.124446,1.113186,0.331,3.43
Sky_7,3359691267,121065391,6110201,10592613,5270263,99092314,0.318952,0.894666,0.12664,1.340259,0.399,3.6
Sky_8,3359687770,126972833,5528255,12533605,8478489,100432484,0.288575,1.185082,0.128353,1.60201,0.477,3.78
Sky_9,3359698367,123336525,6028336,11780270,6572364,98955555,0.314679,1.035089,0.126465,1.476233,0.439,3.67
