node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,PDR_UL(%),dl_sent,dl_recv,PDR_DL(%),PDR_DL_CSV_last(%),UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
02:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,0.29,2.3,0,,
03:00,5.08,100.0,73.01,119,119,100.0,3,3,100.0,5.08,119,0.0,0.0,3,54.33,424.48
04:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,0.0,0.0,0,,
05:00,,99.15,99.0,119,118,99.16,3,0,0.0,,118,29.77,232.59,0,,
06:00,,99.15,98.37,119,118,99.16,3,0,0.0,,118,0.8,6.22,0,,
07:00,5.08,99.15,74.94,119,118,99.16,3,3,100.0,5.08,118,22.21,173.53,3,0.0,0.0
08:00,,99.15,99.94,119,118,99.16,3,0,0.0,,118,0.0,0.0,0,,
09:00,5.08,100.0,75.82,119,119,100.0,3,3,100.0,5.08,119,4.58,35.78,3,10.67,83.33
10:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,0.0,0.0,0,,
11:00,5.08,100.0,76.81,119,119,100.0,3,3,100.0,5.08,119,0.0,0.0,3,77.67,606.77
12:00,5.08,99.15,77.33,119,118,99.16,3,3,100.0,5.08,118,0.49,3.84,3,23.67,184.9
13:00,100.0,100.0,100.0,119,119,100.0,3,1,33.33,100.0,119,19.74,154.21,1,0.0,0.0
14:00,5.08,99.15,77.21,119,118,99.16,3,3,100.0,5.08,118,5.51,43.03,3,13.0,101.56
15:00,5.08,100.0,79.33,119,119,100.0,3,3,100.0,5.08,119,7.91,61.78,3,6.33,49.48
16:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,11.7,91.39,0,,
17:00,100.0,100.0,100.0,119,119,100.0,3,1,33.33,100.0,119,0.38,2.95,1,33.0,257.81
18:00,6.66,99.15,80.7,119,118,99.16,2,2,100.0,6.66,118,24.55,191.8,2,7.0,54.69
19:00,6.66,100.0,81.05,119,119,100.0,2,2,100.0,6.66,119,0.0,0.0,2,111.0,867.19
20:00,,100.0,100.0,119,119,100.0,2,0,0.0,,119,0.2,1.58,0,,
21:00,6.66,99.15,81.65,119,118,99.16,2,2,100.0,6.66,118,28.88,225.64,2,0.0,0.0
22:00,6.66,100.0,82.56,119,119,100.0,2,2,100.0,6.66,119,0.97,7.55,2,15.5,121.09
23:00,6.66,98.3,83.15,119,117,98.32,2,2,100.0,6.66,117,30.08,234.98,2,0.0,0.0
24:00,6.66,100.0,84.2,119,119,100.0,2,2,100.0,6.66,119,1.15,8.99,2,52.0,406.25
25:00,6.66,99.15,84.23,119,118,99.16,2,2,100.0,6.66,118,1.22,9.53,2,27.0,210.94
26:00,,100.0,100.0,119,119,100.0,2,0,0.0,,119,0.0,0.0,0,,
27:00,6.66,100.0,86.24,119,119,100.0,2,2,100.0,6.66,119,0.19,1.51,2,43.0,335.94
28:00,6.66,99.15,86.63,119,118,99.16,2,2,100.0,6.66,118,0.39,3.05,2,28.5,222.66
29:00,,100.0,100.0,119,119,100.0,2,0,0.0,,119,27.61,215.73,0,,
30:00,,98.3,97.99,119,117,98.32,2,0,0.0,,117,0.0,0.0,0,,
