mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359677252,141480041,2661182,19511064,12639399,106668396,0.138914,1.813286,0.136322,2.088522,0.622,4.21
Sky_10,3359670650,115201908,4294251,8863779,4903428,97140450,0.22416,0.77647,0.124145,1.124776,0.335,3.43
Sky_11,3359676024,117269194,5731461,8720372,5084069,97733292,0.299182,0.77857,0.124903,1.202656,0.358,3.49
Sky_12,3359692291,130097886,9426230,11698194,6835790,102137672,0.492049,1.045317,0.130532,1.667898,0.496,3.87
Sky_13,3359687466,122940240,4378979,12242820,7432334,98886107,0.228583,1.109679,0.126376,1.464638,0.436,3.66
Sky_14,3359694053,122878093,4533516,11724781,7438283,99181513,0.23665,1.080797,0.126754,1.4442,0.43,3.66
Sky_15,3359683420,114951002,5554545,6755615,4450257,98190585,0.289947,0.632011,0.125488,1.047446,0.312,3.42
Sky_16,3359671081,117976868,5577096,9221709,4988010,98190053,0.291124,0.801428,0.125487,1.218039,0.363,3.51
Sky_17,3359687851,117346576,4319766,9127498,5580768,98318544,0.225492,0.829546,0.125651,1.180689,0.351,3.49
Sky_18,3359675162,110347096,5094765,5567834,2821342,96863155,0.265947,0.47315,0.123791,0.862887,0.257,3.28
Sky_19,3359666661,132331785,10060162,12621256,7863757,101786610,0.52514,1.155355,0.130083,1.810578,0.539,3.94
Sky_2,3359694273,114088207,4655467,7387704,4846347,97198689,0.243015,0.69,0.12422,1.057236,0.315,3.4
Sky_20,3359686874,113701543,5154152,7059508,4092914,97394969,0.269047,0.628997,0.124471,1.022514,0.304,3.38
Sky_21,3359674936,116764876,5789748,8474976,4673884,97826268,0.302225,0.741596,0.125022,1.168843,0.348,3.48
Sky_22,3359682617,117528532,5098375,7350695,5773805,99305657,0.266135,0.740222,0.126913,1.13327,0.337,3.5
Sky_23,3359672910,127997662,6380597,13547847,7851586,100217632,0.333067,1.206928,0.128078,1.668073,0.496,3.81
Sky_24,3359665570,117729333,5054174,9285910,5196130,98193119,0.263828,0.816787,0.125491,1.206106,0.359,3.5
Sky_25,3359676053,115549913,5149035,8300298,4547983,97552597,0.26878,0.724643,0.124672,1.118095,0.333,3.44
Sky_26,3359692688,108401914,4616389,4685192,2347678,96752655,0.240976,0.396654,0.12365,0.761279,0.227,3.23
Sky_27,3359682382,112848246,5922844,4814746,3925505,98185151,0.309172,0.49295,0.125481,0.927603,0.276,3.36
Sky_28,3359670065,116964970,4912149,9116405,5196606,97739810,0.256414,0.807254,0.124911,1.188579,0.354,3.48
Sky_29,3359686502,111131299,5146053,5474290,3335014,97175942,0.268624,0.496845,0.124191,0.88966,0.265,3.31
Sky_3,3359666508,116173762,4474420,8990079,5295447,97413816,0.233565,0.805704,0.124495,1.163763,0.346,3.46
Sky_30,3359672349,111793850,5174941,6406376,3453134,96759399,0.270132,0.556076,0.123659,0.949867,0.283,3.33
Sky_4,3359693599,113490865,4445153,7276837,4193121,97575754,0.232037,0.646906,0.124702,1.003644,0.299,3.38
Sky_5,3359693988,111760542,5304825,5935190,3569240,96951287,0.276912,0.53605,0.123904,0.936865,0.279,3.33
Sky_6,3359665720,112357204,4682978,6356034,3965000,97353192,0.244451,0.582106,0.124417,0.950975,0.283,3.34
Sky_7,3359691817,119778129,4694497,10314094,5990961,98778577,0.245053,0.919605,0.126239,1.290897,0.384,3.57
Sky_8,3359672582,126566873,4394473,14724542,7891534,99556324,0.229391,1.275547,0.127233,1.632171,0.486,3.77
Sky_9,3359691007,137082511,16913828,9790757,5105605,105272321,0.882902,0.840155,0.134538,1.857595,0.553,4.08
