mote,monitored_us,on_us,tx_us,rx_us,int_us,idle_us,E_tx(J),E_rx(J),E_idle(J),E_total(J),P_avg(mW),RDC(%)
Sky_1,3359678500,141693542,2726142,19403893,12126721,107436786,0.142305,1.778327,0.137304,2.057935,0.613,4.22
Sky_10,3359694543,113901791,5101151,7497949,3795230,97507461,0.26628,0.636935,0.124615,1.02783,0.306,3.39
Sky_11,3359675739,118747533,5789793,9076577,5751602,98129561,0.302227,0.836309,0.12541,1.263946,0.376,3.53
Sky_12,3359675215,130871632,7384971,14033883,8849788,100602990,0.385495,1.290639,0.128571,1.804705,0.537,3.9
Sky_13,3359701396,133713200,6801935,16287367,9569049,101054849,0.355061,1.458302,0.129148,1.942511,0.578,3.98
Sky_14,3359672084,138992221,13190367,13519302,8081008,104201544,0.688537,1.218257,0.13317,2.039964,0.607,4.14
Sky_15,3359695341,115229973,4894451,8276500,4515928,97543094,0.25549,0.721493,0.12466,1.101643,0.328,3.43
Sky_16,3359674669,118666605,4917581,9776552,5994454,97978018,0.256698,0.889485,0.125216,1.271398,0.378,3.53
Sky_17,3359675809,129549846,4786139,15569684,9586335,99607688,0.249836,1.418799,0.127299,1.795935,0.535,3.86
Sky_18,3359695784,110295623,5029149,5751975,2936224,96578275,0.262522,0.490014,0.123427,0.875963,0.261,3.28
Sky_19,3359673875,126719982,4656444,14189380,8597675,99276483,0.243066,1.28519,0.126875,1.655132,0.493,3.77
Sky_2,3359690388,111709561,4636654,6653925,3485924,96933058,0.242033,0.571887,0.12388,0.937801,0.279,3.32
Sky_20,3359681289,115765999,4755112,6938941,6061326,98010620,0.248217,0.733215,0.125258,1.106689,0.329,3.45
Sky_21,3359694288,113811600,6194522,6346192,3623108,97647778,0.323354,0.562269,0.124794,1.010416,0.301,3.39
Sky_22,3359697993,117601530,4376045,9907833,5523583,97794069,0.22843,0.870332,0.124981,1.223742,0.364,3.5
Sky_23,3359672217,133256371,9182542,14191798,8109976,101772055,0.479329,1.25782,0.130065,1.867213,0.556,3.97
Sky_24,3359679884,122197899,4987485,10054365,7666851,99489198,0.260347,0.999477,0.127147,1.38697,0.413,3.64
Sky_25,3359694405,112768969,5233239,6628284,3630214,97277232,0.273175,0.578579,0.12432,0.976075,0.291,3.36
Sky_26,3359677702,112098404,5245567,6162005,3501864,97188968,0.273819,0.545042,0.124208,0.943068,0.281,3.34
Sky_27,3359687709,110024168,5466913,4727682,2843535,96986038,0.285373,0.427017,0.123948,0.836338,0.249,3.27
Sky_28,3359690077,112488457,4426256,7113399,3556060,97392742,0.231051,0.601757,0.124468,0.957276,0.285,3.35
Sky_29,3359701315,115081428,5815997,7647566,4015373,97602492,0.303595,0.65779,0.124736,1.086121,0.323,3.43
Sky_3,3359675913,121594171,5307029,10918293,7258241,98110608,0.277027,1.025157,0.125385,1.427569,0.425,3.62
Sky_30,3359700151,110125887,4911557,5621521,2992031,96600778,0.256383,0.485804,0.123456,0.865643,0.258,3.28
Sky_4,3359684506,113050393,4996502,5567328,3810556,98676007,0.260817,0.528913,0.126108,0.915838,0.273,3.36
Sky_5,3359694401,110260188,5035750,5677169,2693821,96853448,0.262866,0.472124,0.123779,0.858769,0.256,3.28
Sky_6,3359699968,115322169,5348493,7825392,4774164,97374120,0.279191,0.710615,0.124444,1.11425,0.332,3.43
Sky_7,3359698951,120973556,5171056,10989059,6402123,98411318,0.269929,0.980863,0.12577,1.376561,0.41,3.6
Sky_8,3359694971,126115826,6583874,12621610,6616628,100293714,0.343678,1.085037,0.128175,1.55689,0.463,3.75
Sky_9,3359701206,122009441,4769174,12258154,6498725,98483388,0.248951,1.057888,0.125862,1.432701,0.426,3.63
