node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,PDR_UL(%),dl_sent,dl_recv,PDR_DL(%),PDR_DL_CSV_last(%),UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
02:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,0.0,0.0,0,,
03:00,5.08,100.0,73.01,119,119,100.0,3,3,100.0,5.08,119,1.09,8.53,3,45.33,354.17
04:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,27.1,211.73,0,,
05:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,33.95,265.23,0,,
06:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,0.0,0.0,0,,
07:00,5.08,99.15,74.73,119,117,98.32,3,3,100.0,5.08,117,9.24,72.18,3,5.67,44.27
08:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,0.0,0.0,0,,
09:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,0.92,7.16,0,,
10:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,0.0,0.0,0,,
11:00,100.0,100.0,100.0,119,119,100.0,3,1,33.33,100.0,119,0.0,0.0,1,66.0,515.62
12:00,5.08,99.15,77.53,119,118,99.16,3,3,100.0,5.08,118,0.0,0.0,3,87.33,682.29
13:00,5.08,100.0,77.84,119,119,100.0,3,3,100.0,5.08,119,1.49,11.62,3,46.0,359.38
14:00,5.08,99.15,77.52,119,118,99.16,3,3,100.0,5.08,118,0.01,0.07,3,45.67,356.77
15:00,5.08,100.0,79.33,119,119,100.0,3,3,100.0,5.08,119,0.0,0.0,3,107.33,838.54
16:00,5.08,100.0,79.69,119,119,100.0,3,3,100.0,5.08,119,28.6,223.41,3,0.0,0.0
17:00,6.66,100.0,79.97,119,119,100.0,3,3,100.0,6.66,119,15.9,124.21,3,2.0,15.62
18:00,6.66,100.0,80.33,119,119,100.0,2,2,100.0,6.66,119,0.49,3.81,2,107.5,839.84
19:00,6.66,100.0,81.05,119,119,100.0,2,2,100.0,6.66,119,0.21,1.64,2,32.5,253.91
20:00,100.0,100.0,100.0,119,119,100.0,2,1,50.0,100.0,119,30.5,238.25,1,0.0,0.0
21:00,6.66,100.0,82.27,119,119,100.0,2,2,100.0,6.66,119,8.93,69.79,2,5.5,42.97
22:00,6.66,100.0,82.56,119,119,100.0,2,2,100.0,6.66,119,0.0,0.0,2,99.5,777.34
23:00,6.66,100.0,83.33,119,119,100.0,2,2,100.0,6.66,119,5.37,41.95,2,12.0,93.75
24:00,6.66,100.0,84.2,119,119,100.0,2,2,100.0,6.66,119,0.0,0.0,2,42.0,328.12
25:00,6.66,99.15,83.81,119,118,99.16,2,2,100.0,6.66,118,0.0,0.0,2,92.5,722.66
26:00,,100.0,100.0,119,119,100.0,2,0,0.0,,119,0.0,0.0,0,,
27:00,,100.0,100.0,119,119,100.0,2,0,0.0,,119,4.04,31.58,0,,
28:00,6.66,99.15,86.52,119,118,99.16,2,2,100.0,6.66,118,0.22,1.72,2,77.5,605.47
29:00,6.66,99.15,86.78,119,118,99.16,2,2,100.0,6.66,118,0.92,7.15,2,18.0,140.62
30:00,,100.0,100.0,119,119,100.0,2,0,0.0,,119,0.0,0.0,0,,
