node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,PDR_UL(%),dl_sent,dl_recv,PDR_DL(%),PDR_DL_CSV_last(%),UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
02:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,12.56,98.15,0,,
03:00,5.08,100.0,73.0,119,119,100.0,3,3,100.0,5.08,119,87.27,681.79,3,0.0,0.0
04:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,7.45,58.17,0,,
05:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,3.51,27.44,0,,
06:00,,99.15,98.32,119,118,99.16,3,0,0.0,,118,31.74,247.95,0,,
07:00,5.08,100.0,74.85,119,119,100.0,3,3,100.0,5.08,119,23.39,182.71,3,0.0,0.0
08:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,0.95,7.42,0,,
09:00,5.08,99.15,75.09,119,118,99.16,3,3,100.0,5.08,118,1.53,11.92,3,27.67,216.15
10:00,,100.0,100.0,119,119,100.0,3,0,0.0,,119,37.05,289.46,0,,
11:00,5.08,99.15,76.63,119,118,99.16,3,3,100.0,5.08,118,72.48,566.27,3,45.33,354.17
12:00,100.0,99.15,98.91,119,118,99.16,3,1,33.33,100.0,118,100.81,787.54,1,0.0,0.0
13:00,5.08,100.0,77.83,119,119,100.0,3,3,100.0,5.08,119,27.33,213.5,3,0.0,0.0
14:00,5.08,100.0,78.53,119,119,100.0,3,3,100.0,5.08,119,0.54,4.2,3,30.0,234.38
15:00,100.0,98.3,98.62,119,117,98.32,3,1,33.33,100.0,117,18.64,145.63,1,0.0,0.0
16:00,5.08,100.0,79.69,119,119,100.0,3,3,100.0,5.08,119,47.1,367.98,3,0.0,0.0
17:00,5.08,100.0,80.41,119,119,100.0,3,3,100.0,5.08,119,12.75,99.59,3,4.67,36.46
18:00,,100.0,100.0,119,119,100.0,2,0,0.0,,119,2.84,22.19,0,,
19:00,,100.0,100.0,119,119,100.0,2,0,0.0,,119,103.87,811.52,0,,
20:00,6.66,100.0,81.89,119,119,100.0,2,2,100.0,6.66,119,20.68,161.57,2,0.0,0.0
21:00,6.66,99.15,81.38,119,118,99.16,2,2,100.0,6.66,118,0.16,1.26,2,35.0,273.44
22:00,6.66,100.0,83.03,119,119,100.0,2,2,100.0,6.66,119,2.18,17.07,2,12.0,93.75
23:00,,100.0,100.0,119,119,100.0,2,0,0.0,,119,0.33,2.56,0,,
24:00,6.66,100.0,84.2,119,119,100.0,2,2,100.0,6.66,119,0.31,2.43,2,20.5,160.16
25:00,6.66,100.0,84.52,119,119,100.0,2,2,100.0,6.66,119,29.98,234.24,2,0.0,0.0
26:00,,99.15,98.73,119,118,99.16,2,0,0.0,,118,18.91,147.71,0,,
27:00,,100.0,100.0,119,119,100.0,2,0,0.0,,119,93.24,728.4,0,,
28:00,6.66,100.0,86.17,119,119,100.0,2,2,100.0,6.66,119,28.72,224.4,2,0.0,0.0
29:00,,99.15,99.11,119,118,99.16,2,0,0.0,,118,0.0,0.0,0,,
30:00,,98.3,99.6,119,117,98.32,2,0,0.0,,117,0.46,3.61,0,,
